Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Yukon,Taef,GMC,Automatic,Other,Full,2005,5.3,30000,0
Taurus,Khobar,Ford,Automatic,Saudi,Standard,2020,2.0,32151,0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2021,1.4,6000,0
ES,Jeddah,Lexus,Automatic,Saudi,Full,2014,2.5,27000,0
Innova,Riyadh,Toyota,Manual,Gulf Arabic,Full,2008,2.7,489181,0
Land Cruiser 70,Tabouk,Toyota,Manual,Gulf Arabic,Semi Full,2013,1.0,150,0
Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2015,1.6,126000,0
E,Qassim,Mercedes,Automatic,Other,Full,2016,3.2,106642,0
Camaro,Tabouk,Chevrolet,Automatic,Other,Full,2010,6.2,247000,0
Land Cruiser Pickup,Tabouk,Toyota,Manual,Gulf Arabic,Full,2014,4.0,410,0
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,98041,0
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2008,2.7,425000,0
Land Cruiser,Aseer,Toyota,Manual,Saudi,Standard,2008,4.6,280,0
Victoria,Riyadh,Ford,Automatic,Other,Full,2011,4.6,250000,0
Ciocca,Dammam,Toyota,Automatic,Saudi,Semi Full,2015,5.7,255,0
Datsun,Arar,Nissan,Manual,Saudi,Full,2016,1.2,60000,0
Hilux,Yanbu,Toyota,Manual,Saudi,Full,2016,2.7,89000,0
POS24,Riyadh,Mercedes,Manual,Other,Standard,1982,2.4,100000,0
Land Cruiser,Al-Jouf,Toyota,Automatic,Saudi,Full,2015,4.6,213000,0
Tahoe,Taef,Chevrolet,Automatic,Other,Full,2007,8.0,300000,0
Focus,Dammam,Ford,Automatic,Gulf Arabic,Semi Full,2017,1.6,85000,0
Datsun,Aseer,Nissan,Manual,Saudi,Standard,2015,1.0,223000,0
Land Cruiser 70,Tabouk,Toyota,Manual,Saudi,Full,2018,4.0,70250,0
Suburban,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2015,5.3,232000,0
Tahoe,Jubail,Chevrolet,Automatic,Saudi,Full,2015,6.0,26000,0
Taurus,Riyadh,Ford,Automatic,Other,Full,2013,3.5,296000,0
Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,3.0,100000,0
Suburban,Aseer,GMC,Automatic,Saudi,Semi Full,1995,5.3,307000,0
Camaro,Tabouk,Chevrolet,Automatic,Saudi,Full,2010,6.2,258,0
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2014,2.7,532000,0
Senta fe,Aseer,Hyundai,Automatic,Saudi,Semi Full,2016,3.3,190000,0
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2010,2.4,298000,0
Hilux,Jazan,Toyota,Manual,Gulf Arabic,Full,1993,2.4,25000,0
Land Cruiser,Al-Baha,Toyota,Automatic,Saudi,Full,2020,4.6,7000,0
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2014,5.7,195517,0
Camry,Besha,Toyota,Automatic,Saudi,Standard,2016,2.5,48000,0
Pajero,Abha,Mitsubishi,Automatic,Saudi,Full,2007,3.0,380000,0
Accord,Makkah,Honda,Automatic,Saudi,Semi Full,2007,2.4,45000,0
Elantra,Taef,Hyundai,Automatic,Saudi,Standard,2014,2.0,163000,0
FJ,Riyadh,Toyota,Automatic,Saudi,Standard,2013,4.0,260000,0
Marquis,Aseer,Ford,Automatic,Gulf Arabic,Semi Full,2005,8.0,291000,0
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2010,6.0,243,0
Optima,Dammam,Kia,Automatic,Saudi,Semi Full,2019,2.4,65000,0
Datsun,Qassim,Nissan,Manual,Unknown,Full,2012,2.4,563000,0
Furniture,Al-Medina,Toyota,Automatic,Saudi,Standard,2016,2.5,119000,0
Land Cruiser Pickup,Makkah,Toyota,Manual,Gulf Arabic,Full,2010,4.0,410,0
CX3,Riyadh,Mazda,Automatic,Saudi,Semi Full,2019,2.0,49000,0
Cadenza,Sakaka,Kia,Automatic,Saudi,Semi Full,2020,3.3,67000,0
Victoria,Riyadh,Ford,Automatic,Saudi,Standard,1999,4.6,600,0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,110,0
Yukon,Al-Medina,GMC,Automatic,Saudi,Full,2016,4.0,139000,0
Explorer,Qassim,Ford,Automatic,Saudi,Standard,2005,3.5,200000,0
Charger,Hafar Al-Batin,Dodge,Automatic,Other,Standard,2017,1.5,28923,0
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2020,4.6,16000,0
Camry,Al-Medina,Toyota,Automatic,Saudi,Full,2016,2.5,162000,0
Corolla,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.6,122000,0
ES,Al-Medina,Lexus,Automatic,Saudi,Semi Full,2007,3.5,300000,0
Tahoe,Al-Ahsa,Chevrolet,Automatic,Other,Full,2015,6.0,268000,0
Echo,Riyadh,Toyota,Manual,Saudi,Standard,2004,5.4,550,0
Marquis,Taef,Ford,Automatic,Saudi,Standard,2010,4.6,290,0
The 7,Riyadh,BMW,Automatic,Saudi,Standard,2010,2.0,149,0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,151000,0
Silverado,Abha,Chevrolet,Automatic,Saudi,Semi Full,2012,6.0,310,0
H1,Qassim,Hyundai,Automatic,Saudi,Standard,2013,2.4,251406,0
Yukon,Dammam,GMC,Manual,Other,Standard,2007,5.3,329131,0
3,Aseer,Mazda,Automatic,Saudi,Standard,2006,2.4,334,0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2015,2.0,229828,0
Hilux,Al-Medina,Toyota,Automatic,Saudi,Full,2015,2.4,237,0
Camry,Riyadh,Toyota,Automatic,Unknown,Standard,2016,2.5,254000,0
Land Cruiser 70,Qassim,Toyota,Manual,Saudi,Semi Full,2011,4.0,330,0
Taurus,Taef,Ford,Automatic,Other,Full,2013,3.5,308,0
Passat,Jubail,Volkswagen,Automatic,Saudi,Semi Full,2014,2.5,262000,0
Land Cruiser 70,Qassim,Toyota,Manual,Saudi,Standard,2007,4.0,168000,0
Liberty,Jeddah,Jeep,Automatic,Other,Semi Full,2012,3.7,200000,0
Yukon,Aseer,GMC,Automatic,Saudi,Semi Full,2014,5.3,100,0
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Full,1983,6.0,600000,0
RX5,Riyadh,MG,Automatic,Saudi,Full,2018,2.0,80000,0
Navigator,Dammam,Lincoln,Automatic,Gulf Arabic,Full,2005,5.7,326000,0
Accord,Jeddah,Honda,Automatic,Saudi,Standard,2019,1.5,91000,0
Sonata,Hafar Al-Batin,Hyundai,Automatic,Saudi,Semi Full,2017,2.5,174000,0
Expedition,Najran,Ford,Automatic,Saudi,Full,2005,6.8,3005,0
GL,Riyadh,Mercedes,Manual,Saudi,Full,2014,4.6,130000,0
Land Cruiser,Aseer,Toyota,Automatic,Saudi,Full,2013,8.0,260,0
H1,Qassim,Hyundai,Automatic,Other,Standard,2016,2.4,106,0
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2021,4.0,13000,0
APV,Dammam,Suzuki,Manual,Saudi,Standard,2016,1.6,124000,0
Victoria,Al-Baha,Ford,Automatic,Gulf Arabic,Semi Full,2001,1.8,35000,0
Edge,Hail,Ford,Automatic,Gulf Arabic,Semi Full,2014,2.5,207000,0
D-MAX,Riyadh,Isuzu,Automatic,Saudi,Semi Full,2019,3.0,86000,0
A8,Riyadh,Audi,Automatic,Saudi,Full,2013,3.0,172678,0
Azera,Taef,Hyundai,Automatic,Saudi,Full,2015,3.3,187,0
Terios,Makkah,Daihatsu,Automatic,Saudi,Semi Full,2010,1.6,248000,0
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2020,5.7,13000,0
Elantra,Al-Jouf,Hyundai,Automatic,Unknown,Standard,2016,2.0,120000,0
Centennial,Aseer,Hyundai,Automatic,Saudi,Full,2016,3.8,112000,0
Pathfinder,Riyadh,Nissan,Automatic,Unknown,Semi Full,2003,3.5,500000,0
Impala,Riyadh,Chevrolet,Automatic,Saudi,Full,2015,3.6,285000,0
Tahoe,Aseer,Chevrolet,Automatic,Saudi,Semi Full,2015,5.3,65000,0
Furniture,Aseer,Toyota,Manual,Saudi,Standard,2009,2.7,335000,0
Malibu,Qassim,Chevrolet,Automatic,Other,Full,2016,2.5,202000,0
Taurus,Riyadh,Ford,Automatic,Other,Full,2014,3.5,260,0
Suburban,Abha,GMC,Automatic,Saudi,Full,2003,5.3,415000,0
Aurion,Qassim,Toyota,Automatic,Saudi,Standard,2010,3.5,4900000,0
Cruze,Makkah,Chevrolet,Automatic,Saudi,Full,2017,1.4,119000,0
Victoria,Riyadh,Ford,Automatic,Saudi,Standard,2006,4.7,200000,0
Land Cruiser,Yanbu,Toyota,Automatic,Saudi,Standard,2011,4.7,333900,0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2013,5.3,206344,0
Prado,Al-Medina,Toyota,Automatic,Saudi,Semi Full,2016,4.0,240,0
ES,Jeddah,Lexus,Automatic,Saudi,Full,2008,3.5,260000,0
Marquis,Riyadh,Ford,Automatic,Saudi,Full,2010,4.6,200009,0
Hiace,Makkah,Toyota,Manual,Saudi,Standard,2016,1.1,208268,0
Dakota,Riyadh,Dodge,Manual,Other,Semi Full,2003,1.0,98000,0
X,Dammam,BMW,Automatic,Saudi,Full,2009,4.4,404000,0
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Standard,2016,3.8,199000,0
Sierra,Jeddah,GMC,Manual,Saudi,Semi Full,1981,5.3,350,0
Malibu,Al-Medina,Chevrolet,Automatic,Saudi,Standard,2013,2.0,200,0
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.5,312000,0
Prado,Dammam,Toyota,Automatic,Saudi,Semi Full,2016,2.7,138000,0
Sonata,Taef,Hyundai,Automatic,Other,Full,2016,2.4,223,0
Expedition,Jeddah,Ford,Automatic,Saudi,Standard,2013,8.9,280000,0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2011,4.6,324000,0
S,Besha,Mercedes,Automatic,Saudi,Full,2014,8.0,119,0
Other,Aseer,Isuzu,Manual,Other,Full,2015,2.5,100,0
Sonata,Makkah,Hyundai,Automatic,Saudi,Full,2013,3.1,310000,0
Corolla,Besha,Toyota,Manual,Saudi,Standard,2015,1.6,280,0
Caprice,Qassim,Chevrolet,Automatic,Other,Semi Full,2007,6.0,300,0
Taurus,Tabouk,Ford,Automatic,Saudi,Standard,2016,3.5,170000,0
Sierra,Riyadh,GMC,Automatic,Saudi,Standard,2013,5.3,137000,0
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2016,4.6,284,0
Sierra,Tabouk,GMC,Automatic,Saudi,Full,2017,5.3,81000,0
Town Car,Jeddah,Lincoln,Automatic,Other,Full,1999,5.0,343,0
Victoria,Makkah,Ford,Automatic,Saudi,Standard,2010,4.6,345000,0
Yukon,Jubail,GMC,Automatic,Saudi,Semi Full,2006,5.3,300,0
Altima,Jeddah,Nissan,Automatic,Saudi,Semi Full,2020,2.5,58000,0
ES,Jeddah,Lexus,Automatic,Other,Full,2017,3.5,115000,0
